PROGRAM,SITE,YEAR,ANC,DOC,NO3,SBC_ALL,SBC-0,SO4
MELTM,1E1-131E,2016,11.27,1.19,1.18,129.45,51.89,35.12
VTLTM,1C1-101E,2011,-2.733,6.803,2.689,66.108,48.273,35.186
ALTM,050706O,2016,12.42,5.17,20.08,62.13,82.63,35.24
VTSSS,VT62,1995,93.033,0,4.125,173.988,0,35.283
VTSSS,VT23,2009,144.97,0,0,216.153,0,35.3
MELTM,ME-4474E,2004,-24.2,7.266666667,0.466666667,75.6,33.6,35.33333333
MELTM,1E1-060E,1997,107.3,5.666666667,1.033333333,223.5333333,158.2,35.33333333
VTSSS,VT46,1995,67.105,0,3.343,141.33,0,35.355
MELTM,1E1-135E,2010,64.885,2.819,0.02,172.966,93.191,35.359
VTSSS,VT03,2012,97.148,0,0.28,343.568,0,35.403
VTSSS,VT03,2002,72.688,0,1.745,164.77,0,35.435
ALTM,1A1-112S,2016,4.01,9.26,2.95,57.4,79.78,35.47
VTSSS,VT46,2014,75.453,0,0.128,144.308,0,35.473
VTSSS,VT44,2009,73.985,0,0.308,138.308,0,35.52
MELTM,ME-0441E,2012,81.36,5.39,0.045,207.972,131.753,35.522
VTSSS,VT01,2017,87.1,0,19.4275,183.6325,0,35.53
VTSSS,VT46,1993,87.558,0,3.608,151.85,0,35.598
MELTM,1E1-131E,2012,20.81,2.231,0,129.945,52.362,35.599
ALTM,020138O,2004,-19.14,10.94,2.2,48.82,54.91,35.6
VTSSS,VT46,1994,77.863,0,0.745,144.69,0,35.6
VTLTM,1C1-089E,2009,23.067,5.263,1.071,85.979,64.374,35.602
VTSSS,VT28,2000,14.88,0,0.727,65.85,0,35.607
ALTM,1A1-112S,2013,6.24,10.88,6.78,69.58,91.08,35.61
VTSSS,VT58,2017,111.755,0,0.015,177.91,0,35.6125
VTSSS,VT46,2005,74.995,0,0.533,142.428,0,35.628
VTSSS,VT28,2011,8.635,0,0.23,60.873,0,35.635
VTSSS,VT25,1992,13.698,0,1.718,65.28,0,35.635
MELTM,1C1-078E,2012,68.887,8.569,0.057,159.877,122.136,35.648
VTSSS,VT44,2007,69.858,0,1.715,140.263,0,35.663
VTSSS,VT11,2017,23.4625,0,0.4325,77.2675,0,35.6875
VTSSS,VT28,2013,9.645,0,0.125,59.855,0,35.688
VTSSS,VT62,1997,102.933,0,6.645,179.045,0,35.698
ALTM,030172E,1998,129.61,7.7,1.8,183.67,186.57,35.71
ALTM,030172E,1999,176.62,7.33,1.57,233.5,237.13,35.74
VTSSS,VT58,1998,106.695,0,0.79,172.398,0,35.818
MELTM,ME-4778E,2001,2.2,2.7,0.1,79.23333333,38.56666667,35.83333333
VTLTM,1C1-101E,2012,3.533,6.007,3.355,70.359,49.189,35.88
VTSSS,VT25,1990,12.363,0,0.818,63.898,0,35.893
MELTM,1C1-078E,2016,87.307,5.937,0.297,182.613,139.487,35.96
MELTM,ME-9999E,2017,31.19,3.1475,0.4175,134.9825,69.8575,35.97
MELTM,1E1-131E,2014,18,1.6,1.57,131.5,62.2,36
MELTM,1E1-060E,1998,107.6,5.233333333,0.333333333,212.3666667,152.0333333,36
VTSSS,VT23,2011,142.248,0,0.128,215.688,0,36
ALTM,050707O,2013,19.71,7.21,21.73,64.62,81.53,36.05
VTSSS,VT03,2006,75.743,0,3.78,210.263,0,36.065
MELTM,1C1-078E,2011,54.1,8.826,0,153.356,116.878,36.069
VTSSS,VT11,1992,34.783,0,4.263,91.46,0,36.08
VTSSS,VT46,2015,77.843,0,0.64,147.19,0,36.11
VTSSS,VT58,1991,112.655,0,5.355,180.663,0,36.198
VTSSS,VT44,1999,67.183,0,0.843,132.89,0,36.203
VTSSS,VT62,2010,112.053,0,0,185.788,0,36.218
VTSSS,VT62,2005,103.893,0,1.768,186.35,0,36.23
VTSSS,VT44,2011,80.028,0,0.16,144.94,0,36.25
VTSSS,VT46,2009,86.545,0,0,157.95,0,36.308
VTSSS,VT58,2012,116.078,0,0,178.643,0,36.348
MELTM,ME-0441E,2013,77.688,4.722,0.002,204.078,128.897,36.364
VTSSS,STAN,1992,92.733,0,4.255,162.29,0,36.415
VTSSS,VT11,2013,27.36,0,3.003,85.468,0,36.438
VTSSS,VT62,2013,107.603,0,0,179.438,0,36.515
VTSSS,VT25,1995,9.493,0,1.353,66.83,0,36.563
VTSSS,VT31,1998,8.92,0,0.627,63.86,0,36.577
ALTM,040852O,2017,6.077142857,7.603114286,0.386214624,75.36209001,57.49055001,36.5833973
MELTM,1E1-133E,2010,53.26,2.848,0.021,166.242,78.624,36.619
VTSSS,VT11,2005,30.048,0,1.63,87.928,0,36.65
MELTM,1E1-060E,1993,110.3333333,4.433333333,1,249.4666667,178.4666667,36.66666667
VTSSS,VT28,1992,12.84,0,1.085,66.858,0,36.668
VTSSS,VT29,1993,5.748,0,1.875,58.7,0,36.698
MELTM,1E1-060E,1996,111,5.85,0,252.2,184.95,36.75
VTSSS,VT11,2004,27.36,0,3.463,86.338,0,36.78
ALTM,070859O,2017,15.712,3.56312,0.34731674,75.80847696,54.30362556,36.7886313
VTSSS,VT28,2010,8.3,0,0.228,62.563,0,36.838
VTLTM,1C1-097E,2016,47.067,2.753,1.428,115.145,79.257,36.852
VTSSS,VT29,1995,4.333,0,1.1,58.975,0,36.855
VTSSS,VT62,1992,95.713,0,3.958,171.343,0,36.885
ALTM,050707O,2011,10.78,7.06,22.95,64.7,81.15,36.9
ALTM,030172E,1996,63.57,7.26,2.35,127.01,130.86,36.94
ALTM,050706O,2015,19.95,5.66,13.23,64.84,85.63,36.95
VTSSS,VT23,2007,148.045,0,0.218,228.28,0,36.965
VTSSS,VT25,1993,14.207,0,3.04,66.457,0,36.977
VTLTM,1C1-097E,2015,48.325,2.043,1.636,112.726,78.799,36.999
ALTM,030172E,1995,1.63,6.39,1.59,59.69,63.1,37.02
VTSSS,VT46,2001,89.348,0,0.72,153.378,0,37.033
VTSSS,VT23,2003,125.913,0,0.688,201.365,0,37.053
VTLTM,1C3-076E,2013,3.933,3.29,2.142,956.641,113.466,37.06
MELTM,ME-2068E,2016,188.573,2.093,0.62,279.755,207.32,37.08
VTSSS,VT46,2016,85.93,0,0,154.908,0,37.095
VTSSS,VT44,2006,77.413,0,0.175,142.088,0,37.13
VTSSS,VT11,1991,36.755,0,4.525,94.165,0,37.163
VTSSS,VT44,2010,74.278,0,0,140.793,0,37.183
VTSSS,VT01,2013,76.75,0,34.405,166.015,0,37.225
VTSSS,VT29,2016,7.113,0,1.685,59.918,0,37.235
VTSSS,VT11,2014,28.185,0,1.998,88.293,0,37.253
VTSSS,VT11,2011,29.15,0,0.063,85.748,0,37.27
VTSSS,VT28,2012,8.03,0,0.543,61.813,0,37.273
VTSSS,VT12,2006,128.855,0,0.653,196.088,0,37.28
VTSSS,VT11,2016,28.483,0,0.235,82.155,0,37.3
VTLTM,1C1-090E,2010,35.667,4.157,1.523,100.876,79.416,37.337
VTLTM,1C1-100E,2009,9.667,10.577,0.952,94.601,80.681,37.337
VTLTM,1C1-089E,2008,19.267,5.433,2.033,84.8,64.333,37.367
VTSSS,VT29,2017,5.2075,0,0.8875,58.8225,0,37.3825
MELTM,1C1-078E,2009,64.285,8.04170645,0,159.65,120.2,37.4202939
VTSSS,VT40,1994,18.523,0,1.36,73.418,0,37.425
VTSSS,VT11,2006,28.445,0,1.328,89.87,0,37.448
VTSSS,VT28,1990,9.785,0,0.833,64.408,0,37.458
VTSSS,VT05,2017,62.295,0,0.29,115.635,0,37.46
MELTM,ME-0441E,2015,71.467,4.467,0.1,220.667,157,37.467
ALTM,040704O,2017,32.0868,4.19654,0.262144788,96.11667656,67.06385306,37.51738979
VTSSS,VT11,2015,29.928,0,1.823,86.458,0,37.52
VTSSS,VT25,2005,13.198,0,0.903,66.775,0,37.528
ALTM,020059O,2014,70.54,9.21,1.03,141.55,179.7,37.56
VTSSS,VT12,2017,142.7175,0,3.21,202.81,0,37.57
VTSSS,VT28,2014,9.703,0,0.59,62.173,0,37.635
VTSSS,VT58,2014,97.473,0,0.065,167.075,0,37.645
MELTM,1E1-060E,2000,105.5,5.2,0.633333333,229.7,161.7,37.66666667
VTSSS,VT11,2008,29.153,0,3.233,89.778,0,37.68
VTSSS,VT15,1994,31.323,0,2.345,86.595,0,37.693
VTSSS,VT31,1990,1.858,0,0.88,57.883,0,37.713
VTSSS,VT23,2001,154.445,0,0.913,223.355,0,37.715
VTSSS,VT12,2009,125.56,0,1.78,193.5,0,37.735
VTSSS,VT46,2017,89.905,0,0.5375,164.26,0,37.7375
VTLTM,1C1-101E,2010,0.267,6.083,2.427,67.597,46.282,37.753
VTSSS,VT11,2010,27.55,0,0.198,86.75,0,37.753
VTSSS,VT46,2004,85.41,0,0.687,149.2,0,37.777
MELTM,1E1-133E,2009,43.53,3.686328876,0.185221239,179.65474,95.26909,37.8002976
ALTM,1A1-107E,2005,-38.21,16.28,1.33,58.65,68.44,37.82
MELTM,ME-4575E,2014,55.72,5.133,0.577,203.967,113.7,37.857
VTSSS,VT29,1996,6,0,1.01,59.778,0,37.868
VTSSS,VT31,2016,1.73,0,0.755,55.885,0,37.875
VTSSS,VT46,2006,82.623,0,0,149.633,0,37.898
MELTM,1E1-135E,2009,53.92333333,3.022335052,0,182.5274067,103.3588567,37.94748533
VTSSS,VT12,2001,195.45,0,4.715,252.01,0,37.95
VTSSS,VT10,2017,29.6675,0,1.055,86.9075,0,37.96
VTSSS,VT25,1996,8.623,0,1.018,64.42,0,37.998
MELTM,1E2-060E,2005,103.2,9.2,0.3,219.9,186.9,38
MELTM,1E2-060E,2000,139.6666667,8.9,0.133333333,235.7666667,201.7666667,38
MELTM,1E2-060E,1996,166.5,13.8,0,285.1,249.1,38
VTSSS,STAN,1995,100.913,1.105,2.868,180.073,0,38.003
VTSSS,VT62,2009,114.295,0,1.53,194.165,0,38.028
VTSSS,VT11,2007,25.575,0,2.943,87.038,0,38.045
VTSSS,VT29,2001,8.853,0,2.23,63.388,0,38.068
VTSSS,VT46,1999,69.883,0,0.988,138.805,0,38.11
VTSSS,VT58,2004,98.868,0,0.67,168.168,0,38.11
MELTM,ME-4778E,1995,-0.025,3.075,0.075,81.4,41.775,38.125
VTSSS,VT28,1996,9.203,0,0.903,64.715,0,38.155
VTSSS,VT58,1996,89.83,0,2.613,160.31,0,38.158
VTSSS,VT04,2016,54.483,0,7.008,113.223,0,38.188
VTSSS,VT58,2003,90.16,0,0.68,159.228,0,38.203
VTSSS,VT14,1994,30.465,0,2.095,86.523,0,38.228
ALTM,1A1-107E,1999,-38.99,17.1,0.91,61.41,69.31,38.24
VTSSS,VT58,1997,88.793,0,7.61,167.425,0,38.25
VTSSS,VT46,2007,83.928,0,1.283,168.088,0,38.25
VTSSS,VT44,1994,65.238,0,1.053,126.413,0,38.26
MELTM,ME-4778E,1997,2.333333333,2.7,0.3,73.63333333,36.96666667,38.33333333
VTSSS,VT62,1990,97.608,0,6.383,176.11,0,38.348
VTSSS,VT12,2005,137.525,0,6.97,208.775,0,38.388
VTSSS,VT29,2004,7.463,0,2.515,60.43,0,38.42
MELTM,ME-4575E,2012,51.43,5.839,0.235,199.619,104.902,38.447
VTSSS,VT25,2016,10.505,0,1.628,62.503,0,38.46
MELTM,ME-2068E,2014,173.233,2.967,0.087,273.833,211.3,38.467
VTSSS,VT40,1999,23.833,0,1.493,78.723,0,38.477
ALTM,040704O,2016,20.2,4.47,2.33,56.65,85.23,38.51
VTSSS,VT14,1991,33.8,0,1.518,92.17,0,38.515
MELTM,1E1-132E,2017,15.99333333,2.326666667,0.363333333,159.1933333,65.11,38.52333333
VTSSS,VT14,2016,28.895,0,1.785,84.163,0,38.543
VTSSS,VT31,1993,6.1,0,1.65,64.263,0,38.548
VTSSS,VT12,2004,118.893,0,10.13,191.405,0,38.563
MELTM,1E1-132E,2015,15.52,2.4,0,148.3,74.6,38.6
VTSSS,VT62,2015,99.865,0,0.5,176.105,0,38.613
MELTM,ME-4575E,2016,46.71,3.937,0.21,196.597,103.027,38.62
VTSSS,VT62,1994,103.97,0,5.953,182.358,0,38.643
VTSSS,VT29,2015,6.48,0,2.235,59.288,0,38.65
VTSSS,VT46,2012,86.535,0,0.37,154.143,0,38.673
MELTM,ME-9999E,2010,40.783,3.386,0.037,133.486,70.42,38.674
ALTM,040704O,2015,41.4,3.83,4.11,68.82,98.82,38.68
ALTM,1A1-111S,2017,-12.689,9.903195455,0.64943294,52.53895061,35.72667515,38.71275269
VTSSS,VT62,2006,104.098,0,0,180.165,0,38.813
VTSSS,VT04,2013,46.923,0,1.513,106.47,0,38.823
VTSSS,VT29,2000,8.58,0,1.37,61.817,0,38.833
MELTM,ME-4778E,1998,1.833333333,2.566666667,0.066666667,70.7,36.36666667,38.83333333
VTSSS,VT58,2005,92.103,0,0.515,166.405,0,38.863
VTLTM,1C1-112E,2016,80.822,4.69,1.745,164.943,128.494,38.864
VTSSS,VT11,1997,33.22,0,6.09,92.84,0,38.865
VTSSS,VT29,2005,7.325,0,0.87,62.405,0,38.9
VTSSS,VT62,2001,107.985,0,3.265,186.628,0,38.913
VTSSS,VT58,2011,96.438,0,0.153,166.653,0,38.923
VTSSS,VT29,1998,6.393,0,2.46,59.757,0,38.947
VTSSS,VT40,1995,17.64,0,0.703,74.46,0,38.99
MELTM,ME-4474E,1997,-35.86666667,5.7,0.233333333,67.86666667,30.2,39
MELTM,ME-4474E,2003,-36.16666667,6,0.366666667,69.3,31.3,39
MELTM,ME-4778E,1996,2.95,2.6,0,80.15,40.65,39
MELTM,1E1-060E,2001,117.8333333,4.733333333,0,243.6,172.4333333,39
MELTM,1E1-060E,2003,109.9,6.3,0.266666667,239.2666667,175.1,39
MELTM,1E2-060E,2004,150.3,11.93333333,0.233333333,274.1666667,233.5,39
MELTM,ME-0441E,2017,65.13,4.423333333,0.63,191.9766667,118.71,39.02
VTSSS,VT44,2008,71.888,0,0.698,144.77,0,39.02
MELTM,ME-0441E,2016,65.853,3.57,0.183,192.89,121.91,39.023
VTSSS,VT14,2014,30.395,0,2.753,90.18,0,39.058
VTSSS,VT58,2000,99.32,0,0.95,163.103,0,39.088
VTSSS,M002,2016,-6.82,0,0.02,55.58,0,39.105
VTSSS,VT14,1992,31.55,0,2.105,90.56,0,39.105
VTSSS,VT12,2016,150.085,0,4.58,206.878,0,39.158
VTSSS,VT11,1998,31.073,0,4.308,86.655,0,39.173
VTSSS,VT11,2003,26.728,0,2.47,85.115,0,39.183
VTSSS,VT15,1999,25.848,0,2.768,85.395,0,39.208
VTLTM,1C1-110E,2010,-0.867,1.46,9.519,57.457,43.682,39.211
VTSSS,VT58,1995,92.203,0,4.14,165.16,0,39.213
VTSSS,VT58,2010,102.2,0,0.08,175.59,0,39.24
ALTM,1A1-107E,2001,-32.74,14.79,1.37,56.52,65.14,39.28
VTSSS,STAN,1991,100.785,0,6.555,173.445,0,39.33
MELTM,ME-4778E,1994,7.733333333,2.9,0,80.66666667,42.5,39.33333333
VTSSS,VT46,1997,85.99,0,2.103,154.863,0,39.393
ALTM,040874O,2017,8.422857143,3.962971429,0.402138363,69.39697634,51.11804641,39.42754299
VTSSS,VT31,2010,0.845,0,0.093,61.99,0,39.463
VTSSS,VT31,1995,1.858,0,0.703,63.698,0,39.465
VTSSS,VT28,2015,6.568,0,0.7,58.083,0,39.473
VTSSS,VT58,2013,91.473,0,0.088,160.428,0,39.488
MELTM,ME-9999E,2006,32.95,4.3,0.1,137.1,71.1,39.5
VTSSS,VT05,2016,102.188,0,1.935,159.393,0,39.508
VTSSS,VT12,2012,103.525,0,2.045,164.65,0,39.523
VTLTM,1C1-112E,2014,65.983,4.627,5.116,151.428,119.097,39.558
ALTM,030172E,1992,-12.71,8.2,0.42,64.43,68.49,39.59
VTSSS,VT14,1990,29.38,0,2.005,87.255,0,39.615
VTSSS,VT29,2013,5.175,0,1.505,58.405,0,39.628
VTSSS,VT14,2005,28.628,0,2.213,85.715,0,39.64
VTSSS,VT31,1992,2.513,0,0.813,62.665,0,39.645
VTSSS,VT15,2014,38.67,0,1.645,99.248,0,39.678
VTSSS,VT31,2014,0.905,0,0.325,58.588,0,39.683
VTSSS,VT58,1990,89.048,0,11.158,167.445,0,39.688
MELTM,1C1-078E,2008,53.56666667,8.116666667,0,152.8333333,119.6,39.7
VTSSS,VT29,2014,5.723,0,1.033,62.355,0,39.71
VTSSS,VT12,2014,150.408,0,5.588,219.293,0,39.758
VTLTM,1C1-107E,2015,78.54,5.94,5.64,163.653,135.345,39.776
VTSSS,VT29,2006,5.765,0,0.2,64.008,0,39.793
VTSSS,VT58,2015,97.595,0,0.275,168.723,0,39.798
ALTM,1A1-107E,2008,-39.99,13.77,2.43,54.64,64.93,39.8
VTSSS,VT25,2011,8.51,0,0.28,67.71,0,39.838
VTSSS,VT05,1991,190.248,0,1.77,248.775,0,39.84
VTSSS,VT46,2003,73.038,0,0.695,151.818,0,39.845
VTLTM,1C3-076E,2017,3.733333333,4.196333333,1.449,1004.0167,104.1613667,39.86666667
VTSSS,VT25,2017,7.88,0,0.11,66.9025,0,39.88
ALTM,040826O,2017,49.366,4.118757143,0.286994383,145.8908518,104.7709543,39.88943983
MELTM,ME-0441E,2009,75.755,5.527349111,0.021371681,192.08721,123.724935,39.9023872
VTSSS,VT25,2010,6.255,0,0.09,65.28,0,39.95
VTSSS,VT11,1993,31.073,0,4.683,90.525,0,39.963
VTSSS,VT25,2001,17.133,0,1.118,70.838,0,39.973
MELTM,ME-4575E,2017,53.25333333,4.76,0.266666667,206.6966667,107.34,40.00666667
VTSSS,VT25,1998,10.77,0,2.728,66.55,0,40.025
MELTM,ME-2068E,2015,207.227,1.833,0.267,298.667,234.733,40.033
VTSSS,VT11,2012,30.59,0,0.675,92.965,0,40.07
VTSSS,VT11,2009,25.675,0,1.515,88.018,0,40.118
VTSSS,VT05,1992,93.01,0,1.108,150.438,0,40.128
VTSSS,VT11,1996,29.253,0,7.585,89.335,0,40.13
VTSSS,VT25,2012,8.693,0,1.178,68.235,0,40.133
VTSSS,VT14,1996,29.02,0,3.693,90.487,0,40.14
MELTM,ME-0441E,2011,70.16,4.448,0.128,188.052,116.504,40.149
VTSSS,VT40,2007,15.828,0,0,75.728,0,40.153
VTSSS,VT29,1997,6.703,0,1.738,64.28,0,40.17
MELTM,1C1-078E,2010,65.943,6.679,0.068,154.815,116.392,40.173
VTSSS,VT05,2015,60.113,0,1.283,116.205,0,40.175
MELTM,1E1-132E,2014,20.7,2.3,0.16,149.3,61.5,40.18
VTSSS,VT28,1997,11.603,0,0.63,72.01,0,40.183
VTSSS,VT12,2013,148.108,0,3.948,212.2,0,40.2
VTSSS,VT14,1998,26.098,0,3.165,85.465,0,40.203
MELTM,ME-4575E,2013,50.734,5.018,0.394,203.563,105.498,40.215
VTSSS,VT11,1995,29.433,0,3.503,91.38,0,40.215
VTSSS,VT29,2012,3.8,0,0.373,60.845,0,40.22
MELTM,1E2-060E,2009,156.4533333,12.55361479,0,329.7929967,296.5256467,40.23407787
VTLTM,1C1-101E,2009,2,6.027,2.07,64.497,45.357,40.252
VTSSS,VT29,2003,6.1,0,1.883,62.925,0,40.26
VTLTM,1C1-107E,2016,81.075,5.297,6.782,169.897,140.725,40.261
VTSSS,VT12,2015,147.12,0,4.558,211.65,0,40.263
VTSSS,VT23,2006,137.038,0,0.188,210.405,0,40.265
VTSSS,VT11,1994,31.273,0,3.783,92.045,0,40.28
ALTM,050707O,2010,8.99,6.1,25.87,67.91,84.07,40.29
VTSSS,VT25,2004,10.493,0,1.615,66.31,0,40.328
VTSSS,VT29,1994,7.47,0,0.783,60.58,0,40.333
VTSSS,VT04,2015,45.418,0,5.19,109.438,0,40.333
MELTM,ME-4474E,1999,-38.73333333,5.7,0.733333333,65.53333333,25.2,40.33333333
VTLTM,1C3-076E,2014,-0.467,3.063,1.333,849.122,97.297,40.391
ALTM,040186O,2015,-2.06,5.61,10.36,29.75,46.82,40.4
VTSSS,VT31,2017,-3.8,0,0.055,52.545,0,40.4
VTSSS,VT25,1997,12.213,0,2.47,71.073,0,40.4
VTSSS,VT28,2017,3.4875,0,0.1475,55.945,0,40.4475
ALTM,1A1-102O,2017,48.58533333,2.887822222,0.21074542,114.2299285,89.70431437,40.46713086
VTSSS,VT23,2000,122.3,0,0.725,199.638,0,40.485
MELTM,1C1-078E,2006,50.15,8.9,0.45,158,121.5,40.5
VTSSS,VT04,2017,36.94,0,0.97,99.495,0,40.505
VTLTM,1C1-097E,2017,47.675,2.251,0.429333333,118.01835,82.989975,40.534
VTSSS,VT14,2017,22.81,0,1.6425,79.88,0,40.5675
VTSSS,VT04,1991,50.26,0,5.443,114.72,0,40.568
ALTM,050706O,2014,18.04,4.95,19.57,68.17,88.52,40.61
VTSSS,VT05,2014,83.015,0,3.613,146.943,0,40.613
VTSSS,VT25,2013,8.328,0,0.623,66.76,0,40.635
ALTM,1A1-112S,2011,8.11,9.23,8.13,70.3,90.43,40.64
ALTM,050706O,2013,13.5,5.46,22.81,64.92,83.49,40.65
VTSSS,VT58,2009,103.825,0,0.14,179.615,0,40.65
VTLTM,1C1-089E,2006,12.2,5.467,7.367,84.067,62.167,40.667
VTLTM,1C1-112E,2017,66.28571429,4.42425,1.2075,141.2953286,113.4553286,40.67885714
ALTM,1A1-112S,2014,10.61,9.69,10.89,61.98,81.81,40.69
ALTM,020138O,2003,-13.92,9.17,3.95,50.45,56.32,40.73
ALTM,1A1-107E,2000,-34.62,15.16,2.28,55.29,63.92,40.73
VTSSS,VT15,2001,35.55,0,1.05,91.823,0,40.737
VTSSS,VT11,2000,32.653,0,1.897,91.517,0,40.75
ALTM,1A1-112S,2012,5.61,8.55,10.67,67.13,88.87,40.77
VTLTM,1C1-097E,2014,41.233,2.11,1.844,107.587,75.332,40.807
VTSSS,VT31,2001,3.523,0,0.72,61.198,0,40.823
VTSSS,VT58,2007,100.085,0,0.678,177.77,0,40.828
VTSSS,VT40,1993,20.165,0,4.163,76.935,0,40.873
VTSSS,VT12,1992,167.978,0,4.915,228.423,0,40.88
VTSSS,VT05,2013,66.76,0,0.278,123.945,0,40.888
VTSSS,VT23,1999,149.598,0,5.29,229.568,0,40.895
VTSSS,VT29,2011,4.413,0,0.138,60.99,0,40.925
VTSSS,STAN,1993,92.378,0,4.138,166.67,0,40.955
VTLTM,1C1-107E,2017,84,5.842714286,1.499428571,172.74821,144.58631,40.9552
VTLTM,1C1-091E,2013,72.163,5.273,3.287,145.624,123.252,40.998
ALTM,040850O,2017,34.60857143,4.097785714,0.217524152,104.911341,86.70297433,40.9996487
MELTM,1E1-133E,2006,43,4.1,0.3,190.7,88.7,41
MELTM,1E1-135E,2006,57.35,3.15,0.1,172,92,41
VTSSS,VT40,2000,19.22,0,0.733,71.827,0,41.013
VTSSS,VT14,2015,28.403,0,1.79,87.268,0,41.013
VTSSS,VT31,1996,2.893,0,0.668,61.643,0,41.035
VTSSS,VT11,2002,28.6,0,3.485,93.04,0,41.043
VTSSS,VT28,2003,8.22,0,0.685,65.803,0,41.045
MELTM,1E1-135E,2008,58.06666667,2.89,0,181.5333333,100.2333333,41.1
MELTM,ME-4575E,2015,50.27,4.9,0.433,205.767,120.767,41.1
ALTM,1A1-107E,2004,-42.78,15.35,1.18,55.76,65.4,41.11
VTSSS,VT14,2004,24.408,0,3.705,86.2,0,41.188
VTSSS,VT25,2000,12.41,0,1.615,71.203,0,41.203
VTSSS,VT05,1990,126.063,0,4.008,194.52,0,41.218
VTSSS,VT25,2014,7.985,0,1.913,67.878,0,41.23
ALTM,1A3-065O,2017,21.24488889,4.224911111,0.664676336,91.01762196,68.70738062,41.24545226
VTLTM,1C3-076E,2011,4.733,4.713,0.779,690.114,88.944,41.271
VTSSS,VT29,2010,2.538,0,0.47,61.77,0,41.31
VTSSS,VT29,2009,2.173,0,0.458,61.9,0,41.313
VTSSS,VT25,2003,11.05,0,1.508,67.328,0,41.323
VTLTM,1C3-076E,2012,7,4.513,1.785,680.858,93.608,41.328
VTLTM,1C1-089E,2007,12,4.633,5.8,87.567,65.667,41.333
MELTM,ME-4474E,1998,-35.4,5.666666667,0.4,60.3,26.3,41.33333333
VTLTM,1C1-107E,2014,81.313,4.997,7.853,173.01,145.349,41.354
VTSSS,VT10,2014,34.048,0,2.533,99.805,0,41.478
MELTM,ME-4474E,2000,-42.7,6,2.25,73.25,31.25,41.5
VTSSS,VT25,2008,7.855,0,1.953,71.233,0,41.51
VTSSS,VT14,2012,27.143,0,2.268,87.635,0,41.545
ALTM,040576O,2017,25.21711111,5.392055556,1.054336559,108.7578305,91.95484382,41.54881962
VTSSS,VT31,2004,-1.223,0,0.685,55.12,0,41.555
VTSSS,VT04,2010,44.808,0,3.32,111.803,0,41.558
VTSSS,VT75,2017,163.6025,0,2.43,253.925,0,41.5625
VTSSS,VT14,1997,31.88,0,2.587,95.713,0,41.563
VTSSS,VT31,2000,2.52,0,0.727,64.56,0,41.567
VTSSS,VT28,2006,7.69,0,0,66.69,0,41.57
VTSSS,VT11,1999,32.485,0,5.93,96.713,0,41.575
VTSSS,VT14,2001,34.91,0,2.373,94.033,0,41.583
VTSSS,VT31,2013,-0.073,0,0.155,58.785,0,41.638
ALTM,1A1-107E,2002,-40.43,15.7,1.71,63.46,72.89,41.67
VTSSS,VT58,1992,84.805,0,3.418,159.743,0,41.703
VTLTM,1C3-076E,2010,-5.267,2.847,0.571,850.026,116.326,41.71
VTSSS,VT29,1999,4.307,0,0.717,61.557,0,41.767
VTSSS,VT12,2003,114.245,0,6.723,180.905,0,41.78
MELTM,1E1-133E,2008,49.5,3.69,0.14,181,90.6,41.8
MELTM,ME-2068E,2011,171.777,2.502,0.223,256.228,189.649,41.814
MELTM,1E1-134E,2016,-18.677,3.377,0.327,153.91,49.497,41.843
VTSSS,STAN,1994,93.338,0,2.338,169.945,0,41.848
MELTM,1E1-134E,2014,-10.9,6.633,0.167,124.667,46.1,41.867
VTSSS,VT29,2008,2.698,0,0.888,62.555,0,41.873
VTSSS,VT44,2002,69.658,0,1.253,141.575,0,41.933
MELTM,1E1-132E,2012,18.57,2.953,0,157.492,67.787,41.936
VTSSS,VT39,2001,3.525,0,0.733,56.113,0,41.978
ALTM,020059O,2013,67.24,8.53,2.32,142.77,180.07,41.98
VTLTM,1C1-091E,2011,54.726,5.49,3.306,138.988,118.579,41.985
VTSSS,VT28,1994,9.86,0,1.453,69.415,0,41.988
VTSSS,VT10,2012,31.288,0,2.108,92.013,0,41.988
